filepath,isbn,author:id,author:lastname,categories,language,record_id,subject,title:detail,txt_file
In de schaduw van de amandelboom _ druk 1 - Ana Veloso,"9789047508014,9047508017,9789047508014;9789047508786,9047508785,9789047508786;9789047508830,9047508831,9789047508830",228852,Veloso,"Vertaalde literaire roman, novelle,Literaire fictie algemeen",dut,9789047508786,302,In de schaduw van de amandelboom,In de schaduw van de amandelboom _ druk 1 - Ana Veloso-1.xml
"Maurik, Justus van - Op reis en thuis",,,,,,,,,
"Carmiggelt, Simon - Vliegen vangen",,,,,,,,,
Ademloos _ druk 1 - Luc Deflo,"9789022319918,9022319911,9789022319918",116461,Deflo,"Spannende boeken algemeen,Literaire fictie algemeen",dut,9789022319918,330,Ademloos,Ademloos _ druk 1 - Luc Deflo.xml
"Ozdemir, Senay - De Harsclub",,,,,,,,,
"Francis, Dick - Spervuur","9789029574181,9029574186,9789029574181",126920,Francis,"Literaire thriller,Literaire fictie algemeen",dut,9789029574181,305,Spervuur,"Francis, Dick - Spervuur.xml"
De onvervangbare,"9789044524109,9044524100,9789044524109",212556,Lenaerts,"Literaire roman, novelle,Literaire fictie algemeen",dut,9789044524109,301,De onvervangbare,De onvervangbare.xml
"Andrews, Virginia - Willow 1 - (2002) Willow (Willow)","9789032510831,9032510835,9789032510831;9032510835,9032510835,9789032510831",53720,Andrews,"Griezel- en spookverhalen, horror,Spannende boeken algemeen,Literaire fictie algemeen",dut,9789032510831,335,Willow,"Andrews, Virginia - Willow 1 - (2002) Willow (Willow).xml"
"Rhodan, Perry - 0324 - In het niets gestrand",,,,,,,,,
"Goodkind, Terry - 03De Derde Wet van de Magie - De bloedbroederschap","9024507375,9024507375,9789024507375",38776,Goodkind,"Spannende boeken algemeen,Literaire fictie algemeen",dut,9789024507375,330,De derde wet van de magie,"Goodkind, Terry - 03De Derde Wet van de Magie - De bloedbroederschap.xml"
"Meijer, Ariane - Zwart zaad","9789058315526,9058315525,9789058315526;9789058315717,9058315711,9789058315717",148756,Meijer,"Literaire thriller,Literaire fictie algemeen",dut,9789058315717,305,Zwart Zaad,"Meijer, Ariane - Zwart zaad-1.xml"
"Bouma, Machteld - Het lopend buffet",,,,,,,,,
"Carr, Alan - Stoppen met roken","9022513483,9022513483,9789022513484",32060,Carr,"Gezondheid algemeen,Bedrijfskunde algemeen",dut,9789022513484,860,Stoppen met roken,"Carr, Alan - Stoppen met roken.xml"
"Humbert, Aime - Japan",,,,,,,,,
"Rhodan, Perry - 0424 - In de tijdstroom verdwijnen",,,,,,,,,
"Nierop van, Nicole - Ik houd van U","9789048806232,9048806232,9789048806232",219048,Nierop,"Literaire roman, novelle,Literaire fictie algemeen",dut,9789048806232,301,Ik houd van u.,"Nierop van, Nicole - Ik houd van U.xml"
"Terlouw, Jan & Sanne - De Blauwe Tweeling","9789046808726,9046808726,9789046808726;9789046807996,9046807991,9789046807996",80864,Terlouw,"Literaire thriller,Literaire fictie algemeen",dut,9789046808726,305,De blauwe tweeling,"Terlouw, Jan & Sanne - De Blauwe Tweeling.xml"
"Adrichem, Arnoud van - Vis",,,,,,,,,
"Rhodan, Perry - 0139 - De Laurins komen",,,,,,,,,
"Mendes, Bob - (1992) Vergelding",,,,,,,,,
Copycat _ druk 1 - Luc Deflo,"9022318613,9022318613,9789022318614",116461,Deflo,"Spannende boeken algemeen,Literaire fictie algemeen",dut,9789022318614,330,Copycat,Copycat _ druk 1 - Luc Deflo.xml
"Trumler, Eberhard - honden zijn om van te houden","9029300116,9029300116,9789029300117",305498,Trumler,Non-fictie informatief/professioneel algemeen,dut,9789029300117,600,Honden zyn om van te houden,"Trumler, Eberhard - honden zijn om van te houden.xml"
"Winspear, Violet - Op gouden drijfzand","906226316X,906226316X,9789062263165",399857,Winspear,Non-fictie informatief/professioneel algemeen,dut,9789062263165,600,Op gouden dryfzand,"Winspear, Violet - Op gouden drijfzand.xml"
"Voordewind, H. - De Commissaris een lustmoordenaar",,,,,,,,,
"Dahl, Kjell Ola - Wraakengel",,,,,,,,,
BE18 - Willy van der Heide,,,,,,,,,
"Christie, Agatha - Tommy & Tuppence (1941) N of M (N or M)",,,,,,,,,
"Coolwijk van den, Marion - Mzzl Meidenk","9789026126420,9026126425,9789026126420;9789026131882,9026131887,9789026131882;9789026131509,902613150X,9789026131509",129257,Coolwijk,"Fictie 13-15 jaar,Fictie kinder- en jeugdboeken algemeen,Kinderboeken algemeen",dut,9789026126420,284,1,"Coolwijk van den, Marion - Mzzl Meidenk.xml"
Diverse auteurs - Wereldmeiden,"9789058315465,9058315460,9789058315465",228941,Brandt Corstius,"Mens en maatschappij algemeen,Theologie algemeen",dut,9789058315465,740,Wereldmeiden,Diverse auteurs - Wereldmeiden.xml
"Hartog de, Jan - Het Koninkrijk Van De Vrede",,,,,,,,,
Afvallen en opstaan - Wieke Biesheuvel,"9789063054069,9063054068,9789063054069",84581,BIESHEUVEL,Non-fictie Vrije tijd/algemeen,dut,9789063054069,400,Afvallen en opstaan,Afvallen en opstaan - Wieke Biesheuvel.xml
"Heuft, Theo - Yab Yum Het Beroemdste Bordeel Van De Wereld","9789048804474,9048804477,9789048804474",206547,Heuft,"Waargebeurde verhalen,Non-fictie Vrije tijd/algemeen",dut,9789048804474,402,Yab Yum. Het beroemdste bordeel van de wereld,"Heuft, Theo - Yab Yum Het Beroemdste Bordeel Van De Wereld.xml"
Een Plaag Van Demonen - Keith Laumer,,,,,,,,,
"Jordan, Robert - Het rad des tijds boek 01 - Het oog van de wereld","2116972582,2116972582,9782116972587;4965613627,4965613627,9784965613628;4655622210,4655622210,9784655622213;2145233822,2145233822,9782145233826;2155222432,2155222432,9782155222438;2117634222,2117634222,9782117634224;2116222222,2116222222,9782116222224;2117649262,2117649262,9782117649266;2118639252,2118639252,9782118639259",,,,,,,,"Jordan, Robert - Het rad des tijds boek 01 - Het oog van de wereld-7.xml"
"Luyendijk, Joris - Je Hebt Het Niet Van Mij",,,,,,,,,
"Hayder, Mo - Diep","9789024533046,902453304X,9789024533046",155424,Hayder,"Literaire thriller,Literaire fictie algemeen",dut,9789024533046,305,Diep,"Hayder, Mo - Diep.xml"
"Gabaldon, Diana - Het vlammende kruis","9789460922329,9460922325,9789460922329",153373,Gabaldon,"Vertaalde literaire roman, novelle,Literaire fictie algemeen",dut,9789460922329,302,Vlammende kruis,"Gabaldon, Diana - Het vlammende kruis.xml"
"Cookson, Catharine - 1 Mary Ann een meisje met moed","9022506029,9022506029,9789022506028",31979,COOKSON,Non-fictie informatief/professioneel algemeen,dut,9789022506028,600,Mary-ann een meisje met moed,"Cookson, Catharine - 1 Mary Ann een meisje met moed.xml"
"Sedaris, David - Van je familie moet je het hebben","9789048804542,904880454X,9789048804542",62274,Sedaris,"Literaire roman, novelle,Literaire fictie algemeen",dut,9789048804542,301,Van je familie moet je het hebben,"Sedaris, David - Van je familie moet je het hebben.xml"
[NL] 1999 - Vijf jaar zeilen in de schaduw van de maan - Ingrid Adriaans,,,,,,,,,
De Edda - Frans Berding,,,,,,,,,
"Darlton, Clark - De rebellen van Tuglan",,,,,,,,,
"Rhodan, Perry - 0106 - De afgod van Passa",,,,,,,,,
"Jefferies, Cindy - Star school Dit is mijn kans",,,,,,,,,
"Adelmund, Martijn - Mysteries in Drenthe",,,,,,,,,
"Luiken, Mientje -  Verlangen naar Stilte","9789025970444,9025970443,9789025970444",96111,Luiken,"Spiritualiteit,Esoterie algemeen,Theologie algemeen",dut,9789025970444,728,Verlangen naar stilte / druk 1,"Luiken, Mientje -  Verlangen naar Stilte.xml"
"Thijssen, Felix - De poorten van het paradijs",,,,,,,,,
"Gouardo, Lydia - Iedereen wist het","9789089900531,9089900535,9789089900531",202360,Gouardo,"Vertaalde literaire roman, novelle,Literaire fictie algemeen",dut,9789089900531,302,Iedereen wist het,"Gouardo, Lydia - Iedereen wist het.xml"
"Benson, Bert - De Nieuwe Euro-5 - 06 Terug naar de Aarde",,,,,,,,,
"MacLean, Alistair - Partizanen",,,,,,,,,
"Lackberg, Camilla - Vuurtorenwachter","9789041418715,9041418717,9789041418715",131641,Läckberg,"Literaire thriller,Literaire fictie algemeen",dut,9789041418715,305,Vuurtorenwachter,"Lackberg, Camilla - Vuurtorenwachter.xml"
"Indridason, Arnaldur - [Inspecteur Erlendur 06] Koudegolf","9789021440699,9021440695,9789021440699",81354,Indriðason,"Literaire thriller,Literaire fictie algemeen",dut,9789021440699,305,Koudegolf,"Indridason, Arnaldur - [Inspecteur Erlendur 06] Koudegolf.xml"
Hartje zomer - Jan Siebelink,"9789023450825,9023450825,9789023450825",34812,Siebelink,"Literaire roman, novelle,Literaire fictie algemeen",dut,9789023450825,301,Hartje zomer,Hartje zomer - Jan Siebelink.xml
"Smit, Susan - Wijze mannen","9789020201598,902020159X,9789020201598;9789080467729,9080467723,9789080467729;9789045015873,9045015870,9789045015873;9020283197,9020283197,9789020283198;9789029080194,9029080191,9789029080194;9021580225,9021580225,9789021580227;9020282301,9020282301,9789020282306;9021544768,9021544768,9789021544762;9789047508281,9047508289,9789047508281;9789045013374,9045013371,9789045013374;9789022997635,9022997634,9789022997635;9789025432119,9025432115,9789025432119;9789069638577,9069638576,9789069638577;9789021525709,9021525704,9789021525709;9021539896,9021539896,9789021539898;9789074899833,9074899838,9789074899833;9789048806645,904880664X,9789048806645;9789021546377,902154637X,9789021546377;9789046702864,9046702863,9789046702864;9029509767,9029509767,9789029509763;9789020203868,902020386X,9789020203868;9789058315151,9058315150,9789058315151;9078070056,9078070056,9789078070054;9789029565295,9029565292,9789029565295;9029508981,9029508981,9789029508988;9789022997154,9022997154,9789022997154;9789023431640,9023431642,9789023431640;9789029566766,9029566760,9789029566766;9023008936,9023008936,9789023008934;9789025340001,9025340008,9789025340001;9056700812,9056700812,9789056700812;9045012766,9045012766,9789045012766;9789020202267,902020226X,9789020202267",101691,Smit,"Literaire non-fictie algemeen,Literaire fictie algemeen",dut,9789048806645,320,Wijze mannen,"Smit, Susan - Wijze mannen-16.xml"
"Honos-Webb, Lara - De gave van ADHD",,,,,,,,,
"Wood, Barbara - (1983) Samantha's Droom (Domina)","9024509815,9024509815,9789024509812",352,WOOD,"Vertaalde literaire roman, novelle,Literaire fictie algemeen",dut,9789024509812,302,SAMANTHA'S DROOM,"Wood, Barbara - (1983) Samantha's Droom (Domina).xml"
"Aspe, Pieter - Pandora","9022317862,9022317862,9789022317860",17552,Aspe,"Spannende boeken algemeen,Literaire fictie algemeen",dut,9789022317860,330,Pandora,"Aspe, Pieter - Pandora.xml"
"Baddiel, David - Wat liefde ook maar betekent",,,,,,,,,
"Hees, J. van - Belevenissen met een bestelbus",,,,,,,,,
"Mansell, Jill - Eenmaal andermaal verliefd","9789021802503,9021802503,9789021802503",38429,Mansell,"Romantiek,Populaire fiction algemeen,Literaire fictie algemeen",dut,9789021802503,343,Eenmaal andermaal verliefd,"Mansell, Jill - Eenmaal andermaal verliefd.xml"
Vagevuur - Pieter Aspe,"9022316025,9022316025,9789022316023",17552,Aspe,"Spannende boeken algemeen,Literaire fictie algemeen",dut,9789022316023,330,Vagevuur,Vagevuur - Pieter Aspe.xml
"Scheer, K.H. - Operatie Stardust",,,,,,,,,
"Baldacci, David - De rechtvaardigen",,,,,,,,,
"Christie, Agatha - Hercule Poirot - (1932) Moord onder vuurwerk (Peril at End House)",,,,,,,,,
"Christie, Agatha - Miss Marple - (1942) Dood van een danseres (The Body in the Library)",,,,,,,,,
De vrouw en de vredesbeweging in verband - Aletta H. Jacobs,,,,,,,,,
"Fraser, Christine Marion - Verlangen naar Rhanna",,,,,,,,,
"Couperus, Louis - Psyche",,,,,,,,,
Het Gevecht om de Balu - Edgar Rice Burroughs,,,,,,,,,
"Rhodan, Perry - 0067 - Intermezzo op Siliko V","2155222432,2155222432,9782155222438",,,,,,,,"Rhodan, Perry - 0067 - Intermezzo op Siliko V.xml"
"Adelmund, Martijn J. - Mysteries in Nederland - Den Haag","9789044964745,9044964747,9789044964745",543989,Adelmund,"Regionalia algemeen,Reizen algemeen",dut,9789044964745,520,Den Haag,"Adelmund, Martijn J. - Mysteries in Nederland - Den Haag.xml"
"Boudu, Khalid - Pizzamaffia","9789048803606,9048803608,9789048803606",62305,Boudou,"Fictie 13-15 jaar,Fictie kinder- en jeugdboeken algemeen,Kinderboeken algemeen",dut,9789048803606,284,Pizzamaffia,"Boudu, Khalid - Pizzamaffia.xml"
"Claiborne Park, Clara - Het beleg De eerste acht jaar",,,,,,,,,
"Harris, Joanne - Chocolat","4965613627,4965613627,9784965613628;2145233822,2145233822,9782145233826;2117649262,2117649262,9782117649266;5512125222,5512125222,9785512125229;2118639252,2118639252,9782118639259;2693455243,2693455243,9782693455244;2160311111,2160311111,9782160311110;2116222222,2116222222,9782116222224;0268435456,0268435456,9780268435455;2116972582,2116972582,9782116972587;2117634222,2117634222,9782117634224;3972347243,3972347243,9783972347243;9032507982,9032507982,9789032507985;1160111111,1160111111,9781160111119;2462555234,2462555234,9782462555236;4655622210,4655622210,9784655622213;2360011111,2360011111,9782360011117;4252772222,4252772222,9784252772229;2155222432,2155222432,9782155222438;2776861524,2776861524,9782776861528;3492458386,3492458386,9783492458382;2161011111,2161011111,9782161011118",53918,Harris,"Vertaalde literaire roman, novelle,Literaire fictie algemeen",dut,9789032507985,302,Chocolat,"Harris, Joanne - Chocolat-12.xml"
"Holmes, Dee - Verlokkend spel",,,,,,,,,
"Verne, Jules - Vijf weken in een luchtballon",,,,,,,,,
"Hickman, Tracy - Boek 2 - De doem van het doodszwaard","2116972582,2116972582,9782116972587;2360011111,2360011111,9782360011117;2155222432,2155222432,9782155222438;2161011111,2161011111,9782161011118;2160311111,2160311111,9782160311110",,,,,,,,"Hickman, Tracy - Boek 2 - De doem van het doodszwaard-4.xml"
"Boudier-Bakker, Ina - De Klop Op De Deur",,,,,,,,,
"Rhodan, Perry - 0404 - De piratenkoningin",,,,,,,,,
Cees Nooteboom - Rituelen,,,,,,,,,
"Juul, Martin - De Boom",,,,,,,,,
"Heide van der, Willy - De strijd om het goudschip",,,,,,,,,
"Hellingman, Jeroen - De kasteelen van koning Lodewijk II",,,,,,,,,
Havank - Havank 20 - (1950) Deurwaardersdelirium,,,,,,,,,
"Cookson, Catherine - Mary Ann 3 - (1958) Mary Ann van Huis (The Devil and Mary Ann)","9010024903,9010024903,9789010024909",31979,COOKSON,Non-fictie informatief/professioneel algemeen,dut,9789010024909,600,Mary-ann van huis,"Cookson, Catherine - Mary Ann 3 - (1958) Mary Ann van Huis (The Devil and Mary Ann).xml"
"Vervoort, Hans - Een zomer apart",,,,,,,,,
"Leigh, Jo - Vurige verukking",,,,,,,,,
"Rhodan, Perry - 0135 - De wachters van de eenzaamheid",,,,,,,,,
De man die in zijn eentje de Olympische Spelen organiseerde,"9789048812455,9048812453,9789048812455",202256,Harmens,"Literaire roman, novelle,Literaire fictie algemeen",dut,9789048812455,301,De man die in zijn eentje de Olympische Spelen organiseerde,De man die in zijn eentje de Olympische Spelen organiseerde.xml
"Heide van der, Willy - Speurtocht door Noord-Afrika",,,,,,,,,
"Lennox, Judith - Schaduwkind","9041009892,9041009892,9789041009890;9046161412,9046161412,9789046161418;9041014829,9041014829,9789041014825",32431,LENNOX,"Pockets populaire fictie,Pockets algemeen,Literaire fictie algemeen",dut,9789046161418,312,SCHADUWKIND,"Lennox, Judith - Schaduwkind-1.xml"
"Rhodan, Perry - 0335 - Drie tegen Old Man",,,,,,,,,
Winterverhalen 2010,,,,,,,,,
"Landell de, Olaf - De Appels Bloeien",,,,,,,,,
"McMillon, Doris  - Mama, waar ben je",,,,,,,,,
"Baantjer, A C - 53 De Cock en Dood Door Hamerslag","9789026125355,9026125356,9789026125355",619868,Baantjer,"Detective,Spannende boeken algemeen,Literaire fictie algemeen",dut,9789026125355,331,De Cock en dood door hamerslag,"Baantjer, A C - 53 De Cock en Dood Door Hamerslag.xml"
"Wiltse, David - Een nacht om te sterven",,,,,,,,,
"Wieringa, Tommy - Caesarion","9789023429975,9023429974,9789023429975",34782,Wieringa,"Literaire roman, novelle,Literaire fictie algemeen",dut,9789023429975,301,Caesarion,"Wieringa, Tommy - Caesarion.xml"
Diverse Auteurs - Hoe verandert internet je manier van denken,"9789490574185,949057418X,9789490574185",,,"Mens en maatschappij algemeen,Theologie algemeen",dut,9789490574185,740,Hoe verandert internet je manier van denken?,Diverse Auteurs - Hoe verandert internet je manier van denken.xml
De laatste Aedema,"9789023467403,902346740X,9789023467403",522544,Heemstra,"Literaire roman, novelle,Literaire fictie algemeen",dut,9789023467403,301,De laatste Aedema,De laatste Aedema.xml
"Vondel van den, Joost - De complete werken van Joost van Vondel",,,,,,,,,
Een Valse Nicht - Guus Vleugel,,,,,,,,,
"Forsyth, Frederick - De cobra",,,,,,,,,
"Rhodan, Perry - 0218 - Brandpunt twin",,,,,,,,,
"Kinsella, Sophie - Wat spook jij uit","9789044326048,904432604X,9789044326048",64524,Kinsella,"Vertaalde literaire roman, novelle,Literaire fictie algemeen",dut,9789044326048,302,Wat spook jij uit?,"Kinsella, Sophie - Wat spook jij uit.xml"
Het Boek Ont,"9789045705491,9045705494,9789045705491;9789045704739,9045704730,9789045704739",163531,Valens,"Literaire roman, novelle,Literaire fictie algemeen",dut,9789045705491,301,Het boek ont,Het Boek Ont.xml
Maigret en de zaak Nahour - Georges Simenon,,,,,,,,,
Duin Messias - Frank Herbert,,,,,,,,,
Keltische Mythen en Legenden - T. W. Rolleston,,,,,,,,,
"Gray, John - Mannen Komen van Mars,vrouwen van Venus",,,,,,,,,
"Baantjer, A C - 47 De Cock en Een Dodelijk Rendez-Vous","9789026125560,9026125569,9789026125560",619868,Baantjer,"Detective,Spannende boeken algemeen,Literaire fictie algemeen",dut,9789026125560,331,De Cock en een dodelijk rendez-vous,"Baantjer, A C - 47 De Cock en Een Dodelijk Rendez-Vous.xml"
"Straten van, H - Kleine stinkerd","9789048803514,9048803519,9789048803514",198360,Straten,"Literaire roman, novelle,Literaire fictie algemeen",dut,9789048803514,301,Kleine stinkerd,"Straten van, H - Kleine stinkerd.xml"
"King, Stephen - (1981) Cujo (Cujo)","9024515017,9024515017,9789024515011",6044,KING,"Pockets spanning,Pockets algemeen,Literaire fictie algemeen",dut,9789024515011,313,CUJO,"King, Stephen - (1981) Cujo (Cujo).xml"
"Reybrouck, David van - congo","9789023456391,9023456394,9789023456391",116593,Reybrouck,"Geschiedenis algemeen,Non-fictie informatief/professioneel algemeen",dut,9789023456391,680,Congo,"Reybrouck, David van - congo.xml"
"Berk, Marjan - Berk",,,,,,,,,
"Mankell, Henning - Midzomermoord","9052268061,9052268061,9789052268064",64906,Mankell,"Literaire thriller,Literaire fictie algemeen",dut,9789052268064,305,Midzomermoord,"Mankell, Henning - Midzomermoord.xml"
"Hart, Maarten 't - Maassluis",,,,,,,,,
"Gastel van, Chantal - Geknipt Voor Jou",,,,,,,,,
"Donck, Carol & Weisbord, Ella - De zomer van 45",,,,,,,,,
"Groningen van, Merel - In mijn onschuld","9789089900906,908990090X,9789089900906",557075,Van Groningen,"Literaire roman, novelle,Literaire fictie algemeen",dut,9789089900906,301,In mijn onschuld,"Groningen van, Merel - In mijn onschuld.xml"
"Smith, Wilbur - Moesson boek 2",,,,,,,,,
"Brooks, Terry - Het Magisch Koninkrijk 2 - De zwarte eenhoorn",,,,,,,,,
"Eddings, David - De voorspelling","9027422591,9027422591,9789027422590",46123,Eddings,"Pockets populaire fictie,Pockets algemeen,Literaire fictie algemeen",dut,9789027422590,312,De voorspelling,"Eddings, David - De voorspelling.xml"
"Vriens, Jacques - Een bende in de bovenbouw",,,,,,,,,
"Buuren van, Maarten - Iris","9789029575553,9029575557,9789029575553",185365,Buuren,"Literaire roman, novelle,Literaire fictie algemeen",dut,9789029575553,301,Iris,"Buuren van, Maarten - Iris.xml"
"Rhodan, Perry - 0439 - Schakelcentrale Ovaron",,,,,,,,,
